locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
630927,Mini Mobile Food Catering,Truck,414000,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,3756003,3756,3,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009763.073,2109812.608,37.77369415,-122.4096584,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,,3/12/15 14:30,Mar 12 2015  2:24PM,1,3/15/16 0:00,"(37.7736941662617, -122.409658441346)"
626850,Two G's Catering,Truck,416000,08TH ST: BRYANT ST to BRANNAN ST (500 - 599),599 08TH ST,3780007A,3780,007A,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6010905.634,2109124.318,37.77186823,-122.4056576,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,6/12/15 10:54,Mar  4 2015 10:22AM,1,3/15/16 0:00,"(37.7718682395557, -122.405657636241)"
627145,Senor Sisig,Truck,480000,10TH ST: FELL ST \ MARKET ST \ POLK ST to END (1 - 18),8 10TH ST,3507041,3507,41,15MFF-0031,APPROVED,Senor Sisig: Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.Chairman Bao: Vegetable and meat sandwiches filled with Asian-flavored meats and vegetables.,6007585.376,2110633.378,37.77582552,-122.4172496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0031&ExportPDF=1&Filename=15MFF-0031_schedule.pdf,,3/17/15 12:34,Mar  5 2015 11:47AM,0,3/15/16 0:00,"(37.7758255335431, -122.417249626633)"
641316,Anas Goodies Catering,Truck,489000,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,87,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6009126.439,2109082.537,37.77165385,-122.4118091,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7716538651567, -122.411809068514)"
629907,John's Catering #5,Truck,513000,11TH ST: KISSLING ST to BURNS PL (236 - 276),251 11TH ST,3517015,3517,15,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6008438.954,2109403.583,37.77249678,-122.4142098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,3/12/15 13:35,Mar 11 2015  1:56PM,1,3/15/16 0:00,"(37.7724967915948, -122.414209845157)"
630920,Mini Mobile Food Catering,Truck,515000,11TH ST: FOLSOM ST to HARRISON ST (300 - 399),355 11TH ST,3520027,3520,27,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6008817.805,2109020.872,37.77146722,-122.4128723,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,,3/12/15 14:30,Mar 12 2015  2:24PM,1,3/15/16 0:00,"(37.7714672296901, -122.4128722942)"
631706,Munch A Bunch,Truck,546000,12TH ST: ISIS ST to BERNICE ST (332 - 365),333 12TH ST,3521022,3521,22,15MFF-0062,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6008484.985,2108791.319,37.77081823,-122.4140073,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0062&ExportPDF=1&Filename=15MFF-0062_schedule.pdf,,6/12/15 12:20,Mar 13 2015 12:08PM,1,3/15/16 0:00,"(37.770818243789, -122.414007297587)"
629898,John's Catering #5,Truck,581000,14TH ST: SHOTWELL ST to SOUTH VAN NESS AVE (139 - 199),164 14TH ST,3530048,3530,48,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6007633.112,2108061.068,37.76876525,-122.4169022,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,3/12/15 13:35,Mar 11 2015  1:56PM,1,3/15/16 0:00,"(37.7687652647502, -122.416902205943)"
627757,BH & MT LLC,Truck,25871000,14TH ST: DOLORES ST intersection,2001 MARKET ST,3535001,3535,1,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6004679.693,2107959.664,37.76832025,-122.4271106,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,,3/9/15 11:04,Mar  9 2015 10:54AM,1,3/15/16 0:00,"(37.7683202633027, -122.427110643945)"
637561,Fins on the Hoof / Saveurs,Truck,24214000,15TH ST: FLORIDA ST intersection,201 ALABAMA ST,3924 006,3924,6,15MFF-0111,APPROVED,Seafood: meats and desserts,6009014.746,2107680.473,37.76779784,-122.4120963,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0111&ExportPDF=1&Filename=15MFF-0111_schedule.pdf,,3/30/15 10:10,Mar 30 2015 10:04AM,0,3/15/16 0:00,"(37.7677978574116, -122.412096318851)"
639693,May Catering,Truck,697000,16TH ST: 03RD ST to 04TH ST (500 - 599),500 16TH ST,3810007,3810,7,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,
645787,Natan's Catering,Truck,698000,16TH ST: 04TH ST to OWENS ST (600 - 699),600 16TH ST,8718001,8718,1,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015149.302,2107435.061,37.76746629,-122.3908603,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7674663009377, -122.390860289421)"
630924,Mini Mobile Food Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,8723001,8723,1,15MFF-0058,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0058&ExportPDF=1&Filename=15MFF-0058_schedule.pdf,,3/12/15 14:30,Mar 12 2015  2:24PM,1,3/15/16 0:00,
639687,May Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),Assessors Block 8727/Lot005,8727005,8727,5,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6014460.137,2106764.375,37.76558647,-122.3931971,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7655864819421, -122.393197101156)"
639703,May Catering,Truck,702000,16TH ST: DAGGETT ST \ MISSOURI ST to CONNECTICUT ST (1000 - 1099),1006 16TH ST,3833002,3833,2,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6013316.557,2107189.386,37.76668986,-122.3971823,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7666898711804, -122.397182322771)"
631166,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,711000,16TH ST: KANSAS ST to VERMONT ST (1700 - 1799),1700 16TH ST,3935005,3935,5,15MFF-0060,APPROVED,Multiple Trucks - Everything,6011356.434,2107057.15,37.76621745,-122.4039528,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0060&ExportPDF=1&Filename=15MFF-0060_schedule.pdf,,3/12/15 14:51,Mar 12 2015  2:42PM,0,3/15/16 0:00,"(37.7662174644741, -122.403952784111)"
635752,M M Catering,Truck,716000,16TH ST: HAMPSHIRE ST to BRYANT ST (2200 - 2399),Assessors Block 3930A/Lot002,3930A002,3930A,2,15MFF-0109,APPROVED,Cold Truck: sandwiches: corndogs: tacos: yogurt: snacks: candy: hot and cold drinks,6009824.81,2107195.241,37.76651093,-122.4092601,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0109&ExportPDF=1&Filename=15MFF-0109_schedule.pdf,,3/27/15 11:38,Mar 26 2015  3:00PM,1,3/15/16 0:00,"(37.7665109407022, -122.40926014492)"
639705,May Catering,Truck,718000,16TH ST: FLORIDA ST to ALABAMA ST (2500 - 2599),2500 16TH ST,3927004,3927,4,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6009037.016,2106959.859,37.76582045,-122.4119684,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7658204682777, -122.411968357902)"
638422,Doc's of the Bay,Truck,731000,16TH ST: CALEDONIA ST to VALENCIA ST (3072 - 3099),3092 16TH ST,3554016,3554,16,15MFF-0112,APPROVED,Burgers: French Fries: Black Bean Burgers: Mac and Cheese: drinks,6006249.865,2106782.214,37.76517592,-122.4215959,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0112&ExportPDF=1&Filename=15MFF-0112_schedule.pdf,,5/29/15 14:40,Apr  2 2015 11:46AM,0,3/15/16 0:00,"(37.7651759308624, -122.421595922088)"
638467,Panchita's No. 2,Push Cart,731000,16TH ST: CALEDONIA ST to VALENCIA ST (3072 - 3099),3091 16TH ST,3569049,3569,49,15MFF-0113,APPROVED,Pupusas,6006244.537,2106614.027,37.76471381,-122.4216024,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0113&ExportPDF=1&Filename=15MFF-0113_schedule.pdf,,4/2/15 15:04,Apr  2 2015  2:59PM,0,3/15/16 0:00,"(37.764713828617, -122.42160240414)"
627753,BH & MT LLC,Truck,736000,16TH ST: SPENCER ST to DOLORES ST (3220 - 3299),3253 16TH ST,3567039,3567,39,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6005214.088,2106542.595,37.76445952,-122.4251614,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,,3/9/15 11:04,Mar  9 2015 10:54AM,1,3/15/16 0:00,"(37.7644595352382, -122.425161376348)"
631703,Munch A Bunch,Truck,784000,17TH ST: SAN BRUNO AVE to UTAH ST (2200 - 2299),2222 17TH ST,3960001,3960,1,15MFF-0062,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,6010755.356,2106704.644,37.76521595,-122.406007,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0062&ExportPDF=1&Filename=15MFF-0062_schedule.pdf,,6/12/15 12:20,Mar 13 2015 12:08PM,1,3/15/16 0:00,"(37.765215962789, -122.406006972019)"
639707,May Catering,Truck,792000,17TH ST: TREAT AVE to FOLSOM ST (3025 - 3099),3030 17TH ST,3572005,3572,5,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008506.685,2106321.603,37.76403818,-122.4137575,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7640381966136, -122.413757516579)"
645792,Natan's Catering,Truck,797000,17TH ST: MISSION ST to HOFF ST (3300 - 3343),3335 17TH ST,3576086,3576,86,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6006602.872,2106039.462,37.76315639,-122.4203222,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7631564070236, -122.420322231517)"
629953,Eva's Catering,Truck,1009000,20TH AVE: LAWTON ST to MORAGA ST (1600 - 1699),1650 20TH AVE,3602 103,3602,103,15MFF-0054,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,6002765.398,2104234.783,37.75798419,-122.4334658,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0054&ExportPDF=1&Filename=15MFF-0054_schedule.pdf,,3/26/15 15:58,Mar 11 2015  3:47PM,1,3/15/16 0:00,"(37.7579842043307, -122.433465780397)"
641329,Anas Goodies Catering,Truck,1165000,22ND ST: MISSISSIPPI ST to TEXAS ST (1255 - 1399),1255 22ND ST,4167009,4167,9,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014146.75,2103649.223,37.75701552,-122.3940629,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7570155382627, -122.394062947106)"
627755,BH & MT LLC,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),401 23RD ST,4232010,4232,10,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,,3/9/15 11:04,Mar  9 2015 10:54AM,1,3/15/16 0:00,"(37.7550307405717, -122.384530734213)"
631770,Mike's Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,4232010,4232,10,15MFF-0065,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0065&ExportPDF=1&Filename=15MFF-0065_schedule.pdf,,3/26/15 13:44,Mar 13 2015  1:41PM,1,3/15/16 0:00,"(37.7550307405717, -122.384530734213)"
641312,Anas Goodies Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),601 23RD ST,4232010,4232,10,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7550307405717, -122.384530734213)"
645783,Natan's Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),435 23RD ST,4232010,4232,10,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7550307405717, -122.384530734213)"
639682,May Catering,Truck,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3000 23RD ST,3639004,3639,4,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,
639706,May Catering,Truck,1259000,23RD ST: HARRISON ST to TREAT AVE (3000 - 3053),3050 23RD ST,3639004B,3639,004B,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008696.252,2102835.373,37.75447643,-122.4128554,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.754476447913, -122.412855363274)"
645801,Natan's Catering,Truck,1400001,25TH ST: MARYLAND ST to MICHIGAN ST (400 - 699),Assessors Block 4241/Lot002,4241002,4241,2,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6016991.219,2102253.193,37.75334,-122.3841284,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7533400149877, -122.384128384227)"
626846,Two G's Catering,Truck,1407000,25TH ST: MINNESOTA ST to I-280 N ON RAMP \ INDIANA ST (1100 - 1199),1150 25TH ST,4228017,4228,17,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6015221.227,2102215.701,37.75313904,-122.3902468,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,,6/12/15 10:54,Mar  4 2015 10:22AM,1,3/15/16 0:00,"(37.7531390517853, -122.390246816972)"
641322,Anas Goodies Catering,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1051 26TH ST,4317015,4317,15,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015309.355,2101533.012,37.75126941,-122.3898944,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7512694196867, -122.389894366935)"
641326,Anas Goodies Catering,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1090 26TH ST,4293015,4293,15,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015191.855,2101658.85,37.75160841,-122.3903095,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7516084273872, -122.390309489492)"
645805,Natan's Catering,Truck,1507000,26TH ST: RHODE ISLAND ST to KANSAS ST (2200 - 2299),Assessors Block 4281a/Lot012A,4281a012A,4281a,012A,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6011939.286,2101416.045,37.75076077,-122.4015403,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7507607832692, -122.401540291347)"
639684,May Catering,Truck,1516000,26TH ST: TREAT AVE \ TREAT WAY to LUCKY ST (3133 - 3164),3150 26TH ST,6524019A,6524,019A,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008583.969,2101037.332,37.74953311,-122.4131165,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7495331283334, -122.413116536719)"
639698,May Catering,Truck,1520000,26TH ST: SHOTWELL ST to VIRGIL ST (3251 - 3273),3251 26TH ST,6572001,6572,1,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008228.38,2100763.823,37.74876215,-122.4143268,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7487621652903, -122.414326828745)"
639679,May Catering,Truck,1631000,29TH ST: DOLORES ST to CHURCH ST (200 - 299),210 29TH ST,6618010,6618,10,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6005080.565,2099108.286,37.7440391,-122.4250942,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7440391124173, -122.425094186321)"
632675,Quan Catering,Truck,2107000,ALABAMA ST: TREAT AVE to 15TH ST (201 - 212),201 ALABAMA ST,3924 006,3924,6,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6009014.746,2107680.473,37.76779784,-122.4120963,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.7677978574116, -122.412096318851)"
639678,May Catering,Truck,2109000,ALABAMA ST: 16TH ST to 17TH ST (300 - 399),380 ALABAMA ST,3967049,3967,49,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6008823.517,2106465.979,37.76445239,-122.4126719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7644524065609, -122.412671891635)"
